SMILES,CH4
CC(C)(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O,0.7
CC(C)(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(OC3=CC=C(OC4=CC=C5C(=O)N(*)C(=O)C5=C4)C=C3)C=C2)C1=O,0.0692
CC(C)(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=CC3=C(C=C2C1=O)C(=O)N(*)C3=O,0.9015
CC(C)(C1=CC=C(*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2)C(=O)C2=CC=C(O*)C=C2)C=C1,0.14
CC(C)(C1=CC=C(*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(C=C2)C2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,0.5
CC(C)(C1=CC=C(*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,0.2575
CC(C)(C1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1)C1=CC=C(C=C1)C(=O)C1=CC=C(OC2=CC=C(C=C2)C(C2=CC=C(O*)C=C2)(C(F)(F)F)C(F)(F)F)C=C1,0.345
CC(C)(C1=CC=C(O*)C=C1)C1=CC(=CC=C1)C(C)(C)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,0.111
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(C=C1)C(C)(C)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,0.34
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(*)=O)C=C1,0.331
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(=O)C2=CC=C(C=C2)C(*)=O)C=C1,0.678
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(=O)C2=CC=C(C=C2)C(=O)OC2=CC(C3=CC(*)=CC4=C3C=CC=C4)=C3C=CC=CC3=C2)C=C1,0.471
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C=C1,0.269
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC(=O)C2=CC=CC(=C2)C(=O)OC2=CC(C3=CC(*)=CC4=C3C=CC=C4)=C3C=CC=CC3=C2)C=C1,0.148
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=C(F)C(F)=C(COC(C3CCCC(C3)C(OCC3=C(F)C(F)=C(*)C(F)=C3F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)=C2F)C=C1,0.32
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=CC=C(C=C2)N2C(=O)C3=C(C=C(*)C=C3)C2=O)C=C1,0.04
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=CC=CC(=C2)N2C(=O)C3=C(C=C(*)C=C3)C2=O)C=C1,0.0356
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,0.18
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,0.084
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C(C)(C)C2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,0.22
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=C3C=CC=CC3=C(*)C=C2)C=C1,0.08
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,0.25
CC(C)(C1=CC=C(O*)C=C1)C1=CC=C(OCCC(O)*)C=C1,0.02
CC(C)(C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=CC=C(C=C2)C2=CC(=C(OC3=CC4=C(C=C3)C(C)(C)CC43CC(C)(C)C4=C3C=C(OC3=CC=C(C=C3C(F)(F)F)C3=CC=C(*)C=C3)C=C4)C=C2)C(F)(F)F)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1,0.35
CC(C)(C1=CC=C(OC2=CC3=C(C=C2)C(O)N(*)C3O)C=C1)C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=CC=C(C=C2)C2=CC=C(OC3=CC=C(C=C3)C3(C)CC(C)(C)C4=C3C=C(OC3=CC=C(C=C3C(F)(F)F)C3=CC=C(*)C=C3)C=C4)C(=C2)C(F)(F)F)C=C1,1.38
CC(C)(C1=CC=C(OC2=CC3C(C=C2)C(=O)N(*)C3=O)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(C=C2)C2=CC=C(OC3=CC=C(C=C3)C3(C4=C(C=CC=C4)C4=C3C=CC=C4)C3=CC=C(OC4=CC=C(C=C4C(F)(F)F)C4=CC=C(*)C=C4)C=C3)C(=C2)C(F)(F)F)C=C1,1.01
CC(C)(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1,0.0846
CC(C)(C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1)C1=CC=CC(O*)=C1,0.052
CC(C)(C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1)C1=CC(*)=CC=C1,0.0432
CC(C)(C1=CC=C(OC2=CC=C(N*)C=C2)C=C1)C1=CC=C(OC2=CC=C(NC(=O)C3=CC4C(C=C3)C(C)(CC4(C)C)C3=CC=C(C=C3)C(*)=O)C=C2)C=C1,0.33
CC(C)(C1=CC=C(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1)C1=CC=C(OC2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(C=C2)C2=CC(=C(OC3=CC=C(C=C3)C3(N(C(=O)C4=C3C=CC=C4)C3=CC=CC=C3)C3=CC=C(OC4=CC=C(C=C4C(F)(F)F)C4=CC=C(*)C=C4)C=C3)C=C2)C(F)(F)F)C=C1,0.84
CC(C)C(*)=C(C)*,2690.0
CC(C)C12C3=C(C=CC=C3)C(C(C)C)(C3=C1C=C(*)C(*)=C3)C1=C2C=C2OC3=C(OC2=C1)C=C1C(=O)N(C(=O)C1=C3)C1=C(C)C(C)=C(N2C(=O)C3=C(C=C(O*)C(O*)=C3)C2=O)C(C)=C1C,83.68
CC(C)C12C3=C(C=CC=C3)C(C(C)C)(C3=C1C=C(*)C(*)=C3)C1=C2C=C2OC3=C(OC2=C1)C=C1N=C(*)C(*)=NC1=C3,7.27
CC(C)C12C3=C(C=CC=C3)C(C(C)C)(C3=C1C=C1N(*)CN(C*)C1=C3)C1=C2C=C(*)C(*)=C1,215.45
CC(C)C12C3=C(C=CC=C3)C(C(C)C)(C3=C1C=C1OC4=C(OC1=C3)C=C1C(=O)N(*)C(=O)C1=C4)C1=C2C=C2OC3=C(OC2=C1)C=C1C(=O)N(C(=O)C1=C3)C1=C(C)C2=C(C=C1C)C1C3=C(C=CC=C3)C2C2=C1C=C(C)C(*)=C2C,395.0
CC(C)C12C3=CC4=C(C=C3C(C(C)C)(C3=C1C=CC=C3)C1=C2C=C2C(=O)N(C(=O)C2=C1)C1=C2C=CC=CC2=C(C=C1C)C1=CC(C)=C(*)C2=C1C=CC=C2)C(=O)N(*)C4=O,190.5
CC(C)C1=C(O*)C=CC(=C1)C(C1C=CC=CC1C(O)=O)C1=CC(C(C)C)=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,1.35
CC(C)C1=CC(=C(C)C=C1O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC(C(C)C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1C,0.928
CC(C)C1=CC(=C(C)C=C1O*)C1(OC(=O)C2C=CC=CC12)C1=C(C)C=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C(=C1)C(C)C,1.09
CC(C)C1=CC(C(C2=CC(C(C)C)=C(OC3=CC=C(C=C3)S(=O)(=O)C3=CC=C(*)C=C3)C=C2C)C2=C(C=CC=C2)C(O)=O)=C(C)C=C1O*,1.13
CC(C)C1=CC(CC2=CC(C(C)C)=C(NC(=O)C3=CC=C(OC4=C(C=C(OC5=CC=C(C=C5)C(*)=O)C(=C4)C(C)(C)C)C(C)(C)C)C=C3)C(C)=C2)=CC(C)=C1N*,1.21
CC(C)CC(*)=C(C)*,190.0
CC(C)CCC(*)=C(C)*,112.0
CC(C)COP(*)(OCC(C)C)=N*,98.7
CC(C)O[Si](C)(C)C(C*)=CC*,3.1
CC(C)O[Si](C)(OC(C)C)C(C*)=CC*,63.2
CC(C)O[Si](OC(C)C)(OC(C)C)C(C*)=CC*,263.0
CC(C)[Si](C(C)C)(C(C)C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=CC=C1,315.0
CC(C)[Si](C)(C)C(\*)=C(\C)*,360.0
CC(C*)C(=O)OC(C)C(*)=O,1.0
CC(C*)C(=O)OCCOC(=O)C(C)C*,4.8
CC(C*)O*,34.0
CC(C1=CC=CC=C1)(C1=CC=C(*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,0.32
CC(C1=CC=CC=C1)(C1=CC=C(O*)C=C1)C1=CC=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C=C1,0.59
CC(C1=CC=CC=C1)(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,0.32
CC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=C(OC(=O)O*)C=C1,0.419
CC(CCNC(=O)C1=CC=C(C=C1)C(*)=O)CC(C)(C)CN*,0.018
CC1(C)C2=CC(=CC=C2C2=C1C=C(Br)C=C2)C(*)=C(*)C1=CC=CC=C1,3000.0
CC1(C)C2=CC(=CC=C2C2=C1C=C(C=C2)[Si](C)(C)C)C(*)=C(*)C1=CC=CC=C1,10000.0
CC1(C)C2=CC(=CC=C2C2=C1C=CC=C2)C(*)=C(*)C1=CC=C(C=C1)[Si](C)(C)C,500.0
CC1(C)C2=CC(=CC=C2C2=C1C=CC=C2)C(*)=C(*)C1=CC=CC=C1,9100.0
CC1(C)C2=CC=C(C=C2C(C)(C)C1(C)C)C(*)=C(*)C1=CC=CC=C1,24700.0
CC1(C)CC(C)(C)C2=CC(=CC=C12)C(*)=C(*)C1=CC(F)=C(F)C=C1,35000.0
CC1(C)CC(C)(C)C2=CC(=CC=C12)C(*)=C(*)C1=CC(F)=CC(F)=C1,29100.0
CC1(C)CC(C)(C)C2=CC(=CC=C12)C(*)=C(*)C1=CC(F)=CC=C1,27800.0
CC1(C)CC(C)(C)C2=CC(=CC=C12)C(*)=C(*)C1=CC=C(Br)C=C1,22400.0
CC1(C)CC(C)(C)C2=CC(=CC=C12)C(*)=C(*)C1=CC=C(Cl)C=C1,22700.0
CC1(C)CC(C)(C)C2=CC(=CC=C12)C(*)=C(*)C1=CC=C(F)C=C1,34300.0
CC1(C)CC(C)(C)C2=CC(=CC=C12)C(*)=C(*)C1=CC=CC=C1,29100.0
CC1(C)CC(C)(C2=C1C=C(*)C(*)=C2)C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC2C(C=C1)C(=O)N(*)C2=O,0.21
CC1(C)CC(C)(C2=C1C=C(Br)C(*)=C2)C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC2C(C=C1)C(=O)N(*)C2=O,0.44
CC1(C)CC(C)(C2=C1C=CC(OC1=CC=C(C=C1C(F)(F)F)C1=CC=C(*)C=C1)=C2)C1=CC=C(OC2=CC=C(C=C2C(F)(F)F)C2=CC=C(C=C2)N2C(=O)C3=C(C=C(C=C3)C(=O)C3=CC4=C(C=C3)C(O)N(*)C4O)C2=O)C=C1,0.88
CC1(C)CC(C)(C2=C1C=CC(OC1=CC=C(C=C1C(F)(F)F)C1=CC=C(*)C=C1)=C2)C1=CC=C(OC2=CC=C(C=C2C(F)(F)F)C2=CC=C(C=C2)N2C(=O)C3=C(C=C(C=C3)C(C3=CC4=C(C=C3)C(O)N(*)C4O)(C(F)(F)F)C(F)(F)F)C2=O)C=C1,1.62
CC1(C)CC(C)(C2=C1C=CC(OC1=CC=C(C=C1C(F)(F)F)C1=CC=C(*)C=C1)=C2)C1=CC=C(OC2=CC=C(C=C2C(F)(F)F)C2=CC=C(C=C2)N2C(=O)C3=C(C=C(OC4=CC5=C(C=C4)C(O)N(*)C5O)C=C3)C2=O)C=C1,0.98
CC1(C)CC(C)(C2=C1C=CC(OC1=CC=C(C=C1C(F)(F)F)C1=CC=C(*)C=C1)=C2)C1=CC=C(OC2=CC=C(C=C2C(F)(F)F)C2=CC=C(C=C2)N2C(=O)C3=C(C=C4C(=O)N(*)C(=O)C4=C3)C2=O)C=C1,1.52
CC1(C)CC(C)(C2C=C(*)C=CC12)C1=CC=C(C=C1)C1=NN=C(*)O1,3.58
CC1(C)CC(C)(C2C=CC(=CC12)C(=O)NC1=C2C=CC=C(N*)C2=CC=C1)C1=CC=C(C=C1)C(*)=O,0.09
CC1(C)CC(C)(C2C=CC(=CC12)C(=O)NC1=CC=C(C2=C(C=C(N*)C=C2)C(F)(F)F)C(=C1)C(F)(F)F)C1=CC=C(C=C1)C(*)=O,0.9
CC1(C)CC(C)(C2C=CC(=CC12)C(=O)NC1=CC=C(N*)C=C1)C1=CC=C(C=C1)C(*)=O,0.18
CC1(C)CC(C)(C2C=CC(=CC12)C(=O)NC1=CC=C(OC2=CC=C(N*)C=C2)C=C1)C1=CC=C(C=C1)C(*)=O,0.21
CC1(C)CC(C)(C2C=CC(=CC12)C(=O)NC1=CC=CC(=C1)C(C1=CC=CC(N*)=C1)(C(F)(F)F)C(F)(F)F)C1=CC=C(C=C1)C(*)=O,0.91
CC1(C)CC(C)(C2C=CC(=CC12)C(=O)NC1=CC=CC(=C1)S(=O)(=O)C1=CC=CC(N*)=C1)C1=CC=C(C=C1)C(*)=O,0.04
CC1(C)CC(C)(C2C=CC(=CC12)C(=O)NC1=CC=CC(N*)=C1)C1=CC=C(C=C1)C(*)=O,0.09
CC1(C)CC2(CC(C)(C)C3=C(O2)C=C2OC4=C(OC2=C3)C(C#N)=C(*)C(*)=C4C#N)OC2=C1C=C(O*)C(O*)=C2,93.0
CC1(C)CC2(CC(C)(C)C3=C2C=C(O)C(=C3)N2C(=O)C3C(C2=O)C2(Br)C4C(C(=O)N(*)C4=O)C3(Br)C(Br)=C2Br)C2=C1C=C(*)C(O)=C2,4.9
CC1(C)CC2(CC(C)(C)C3=C2C=C(O)C(=C3)N2C(=O)C3C=CC(=CC3C2=O)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C2=C1C=C(*)C(O)=C2,3.4
CC1(C)CC2(CC(C)(C)C3=C2C=C(O*)C=C3)C2C=C(OC3=CC=C4C(=O)N(C(=O)C4=C3)C3=CC=CC(=C3)N3C(=O)C4=C(C=C(*)C=C4)C3=O)C=CC12,0.155
CC1(C)CC2(CC(C)(C)C3=C2C=C(OC(=O)C2=CC=C(C=C2)C(*)=O)C=C3)C2=C1C=CC(O*)=C2,4.22
CC1(C)CC2(CC(C)(C)C3=C2C=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C=C3)C2=C1C=CC(O*)=C2,1.14
CC1(C)CC2(CC(C)(C)C3=C2C=C(OC2=C(C=C(C=C2)C2=CC=C(C=C2)N2C(=O)C4=C(C=C(C=C4)C(C4=CC=C5C(=O)N(*)C(=O)C5=C4)(C(F)(F)F)C(F)(F)F)C2=O)C(F)(F)F)C=C3)C2=C1C=CC(OC1=CC=C(C=C1C(F)(F)F)C1=CC=C(*)C=C1)=C2,1.21
CC1(C)CC2(CC(C)(C)C3=C2C=C(OC2=C(C=C(C=C2)C2=CC=C(C=C2)N2C(=O)C4=C(C=C(OC5=CC=C6C(=O)N(*)C(=O)C6=C5)C=C4)C2=O)C(F)(F)F)C=C3)C2=C1C=CC(OC1=CC=C(C=C1C(F)(F)F)C1=CC=C(*)C=C1)=C2,0.41
CC1(C)CC2(CC(C)(C)C3=C2C=C(OC2=CC4=C(C=C2)C(=O)N(C4=O)C2=CC=CC(=C2)N2C(=O)C4=C(C=C(*)C=C4)C2=O)C=C3)C2=C1C=CC(O*)=C2,0.155
CC1(C)CC2(CC(C)(C)C3=C2C=C2C(=O)N(C(=O)C2=C3)C2=CC3=C(C=C2)C(C)(C)CC32CC(C)(C)C3=C2C=C(*)C=C3)C2=CC3=C(C=C12)C(=O)N(*)C3=O,129.0
CC1(C)CC2(CC(C)(C)C3=C2C=C2N=C4C=C(*)C(*)=CC4=NC2=C3)C2=CC3=C(C=C12)N=C1C=C2OC4=CC5=C(C=C4OC2=CC1=N3)C1(CC(C)(C)C2=C1C=C(O*)C(O*)=C2)CC5(C)C,62.0
CC1(C)CC2(CC(C)(C)C3=C2C=C2OC4=C(OC2=C3)C(C#N)=C(*)C(*)=C4C#N)C2=C1C=C(O*)C(O*)=C2,320.0
CC1(C)CC2(CC(C)(C)C3=C2C=C2OC4=C(OC2=C3)C(C#N)=C(*)C(*)=C4C#N)C2=CC(O*)=C(O*)C=C12,275.0
CC1(C)CC2(CC(C)(C)C3=C2C=C2OC4=C(OC2=C3)C(CN)=C(*)C(*)=C4CN)C2=C1C=C(O*)C(O*)=C2,257.0
CC1(C)CC2(CC(C)(C)C3=C2C=C2OC4=C(OC2=C3)C=C2C(=O)N(C(=O)C2=C4)C(N2C(=O)C3=C(C=C(*)C(*)=C3)C2=O)(C(F)(F)F)C(F)(F)F)C2=C1C=C(O*)C(O*)=C2,260.0
CC1(C)CC2(CC(C)(C)C3=C2C=C2OC4=C(OC2=C3)C=C2C(=O)N(C(=O)C2=C4)C2=CC(=C(C=C2)C2=CC=C(*)C=C2C(F)(F)F)C(F)(F)F)C2=C1C=C1OC3=C(OC1=C2)C=C1C(=O)N(*)C(=O)C1=C3,20.0
CC1(C)CC2(CC(C)(C)C3=C2C=C2OC4=C(OC2=C3)C=C2C(=O)N(C(=O)C2=C4)C2=CC(=C(C=C2)C2=CC=C(*)C=C2C(F)(F)F)C(F)(F)F)C2=CC3=C(OC4=CC5=C(C=C4O3)C(=O)N(*)C5=O)C=C12,20.0
CC1(C)CC2(CC(C)(C)C3=C2C=C2OC4=C(OC2=C3)C=C2C(=O)N(C(=O)C2=C4)C2=CC=C(C=C2)C(C2=CC=C(*)C=C2)(C(F)(F)F)C(F)(F)F)C2=CC3=C(OC4=CC5=C(C=C4O3)C(=O)N(*)C5=O)C=C12,27.0
CC1(C)CC2(CC(C)(C)C3=C2C=C2OC4=C(OC2=C3)C=C2C(=O)N(C(=O)C2=C4)C2=CC=CC3=C2C=CC=C3*)C2=C1C=C1OC3=C(OC1=C2)C=C1C(=O)N(*)C(=O)C1=C3,27.0
CC1(C)CC2(CC(C)(C)C3=C2C=C2OC4=C(OC2=C3)C=C2C(=O)N(C(=O)C2=C4)C2=CC=CC3=C2C=CC=C3*)C2=CC3=C(OC4=CC5=C(C=C4O3)C(=O)N(*)C5=O)C=C12,27.0
CC1(C)CC2(CC(C)(C)C3=CC4=NC5=C(C=C(*)C(*)=C5)N=C4C=C23)C2C=C3N=C4C=C5OC6=C(OC5=CC4=NC3=CC12)C=C1C(=C6)C2(CC1(C)C)CC(C)(C)C1=C2C=C(O*)C(O*)=C1,62.0
CC1(C)CC2(CC(C)(C)C3=CC4=NC5=C(C=C6OC7=C(OC6=C5)C=CC(=C7)C5(C6C=CC=CC6C6C=CC=CC56)C5=CC=C(O*)C(O*)=C5)N=C4C=C23)C2=CC3=NC4=C(C=C(*)C(*)=C4)N=C3C=C12,22.0
CC1(C)CC2(CC(C)(C)C3=CC=C(OC(=O)O*)C=C23)C2C=C(*)C=CC12,0.2
CC1(C)CCC(C)(C)C2=CC(=CC=C12)C(*)=C(*)C1=CC=CC=C1,6600.0
CC12C3=CC4=C(C=C3C(C)(C3=C1C=CC=C3)C1=C2C=C2C(=O)N(C(=O)C2=C1)C1=C(O)C=CC(=C1)C(C1=CC=C(O)C(*)=C1)(C(F)(F)F)C(F)(F)F)C(=O)N(*)C4=O,0.565
CC12CCC(C)(C3=C1C=C1N(*)CN(C*)C1=C3)C1=C2C=C(*)C(*)=C1,222.1
CC1=C(*)C(*)=CC(=C1)C1(C2CC3CC(C2)CC1C3)C1=CC2=C(C=C1)N(C*)CN(*)C2,41.0
CC1=C(*)C(C)=C(C(O)=O)C(C)=C1N1C(=O)C2=C(C=C(C=C2)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C1=O,3.2
CC1=C(*)C(C)=C(N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C2=C1CCC2(C)C,50.5
CC1=C(*)C(C)=C(N2C(=O)C3=CC=C(C=C3C2=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C2=C1CCC2(C)C,23.9
CC1=C(*)C(C)=C(N2C(=O)C3=CC=C(OC4=CC5=C(C=C4)C(=O)N(*)C5=O)C=C3C2=O)C2=C1CCC2(C)C,10.3
CC1=C(*)C=C(C=C1)C(C1=CC(N2C(=O)C3=CC4=C(OC5=CC6=C(C=C5O4)C(C)(C)CC64CC(C)(C)C5=C4C=C4OC6=C(OC4=C5)C=C4C(=O)N(*)C(=O)C4=C6)C=C3C2=O)=C(C)C=C1)(C(F)(F)F)C(F)(F)F,9.0
CC1=C(*)C=C(C=C1)C(C1=CC(N2C(=O)C3=CC4=C(OC5=CC6=C(C=C5O4)C(C)(C)CC64CC(C)(C)C5=CC6=C(OC7=CC8=C(C=C7O6)C(=O)N(*)C8=O)C=C45)C=C3C2=O)=C(C)C=C1)(C(F)(F)F)C(F)(F)F,9.0
CC1=C(*)C=CC2=C1N1CN(C2)C2=C(C)C(=CC=C2C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C1=O,6.3
CC1=C(C)C(N2C(=O)C3=C(C=C(*)C(*)=C3)C2=O)=C(C)C(C)=C1N1C(=O)C2=CC3=C(OC4=CC5=C(C=C4O3)C(C)(C)CC53CC(C)(C)C4=C3C=C(O*)C(O*)=C4)C=C2C1=O,27.0
CC1=C(C)C(N2C(=O)C3=C(C=C(OC4=C(OC5=CC=C6C(=O)N(*)C(=O)C6=C5)C=CC(=C4)C(C)(C)C)C=C3)C2=O)=C(C)C(*)=C1,2.5
CC1=C(C)C(N2C(=O)C3=C(C=C(OC4=C(OC5=CC=C6C(=O)N(*)C(=O)C6=C5)C=CC(=C4)C(C)(C)C)C=C3)C2=O)=C(C)C(C)=C1*,3.1
