SMILES,CH4
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3C=CC(=CC3C2=O)C(C2=CC3C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,0.51
FC(F)(F)C(C1=CC=C(OC2=CC=CC(*)=C2)C=C1)(C1=CC=C(OC2=CC=CC(=C2)N2C(=O)C3=CC4=C(C=C3C2=O)C(=O)N(*)C4=O)C=C1)C(F)(F)F,0.17
FC(F)(F)C(C1=CC=C(OC2=CC=CC(*)=C2)C=C1)(C1=CC=C(OC2=CC=CC(=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,0.13
FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC2=C(C=C1)C1=C(C2)C=C(*)C=C1)C(F)(F)F,0.63
FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(OC2=CC=C(*)C=C2)C=C1)C(F)(F)F,0.341
FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(=C1)C(C1=CC(*)=CC=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,0.08
FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(=C1)S(=O)(=O)C1=CC=CC(*)=C1)C(F)(F)F,0.0578
FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(OC2=CC=C(*)C=C2)=C1)C(F)(F)F,0.125
FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C3=NC4=C(C=CC(=C4)C4=CC5=C(C=C4)N=C4N5C(=O)C5=C4C=C(*)C=C5)N3C(=O)C2=C1)C(F)(F)F,8.1
FC(F)(F)C(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(*)C=C1)(C1=CC2=C(C=C1)C(=O)N(*)C2=O)C(F)(F)F,1.31
FC(F)(F)C(C1=CC=C2\C(=N\*)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N3C4=C(C=C(OC5=CC=C(*)C(*)=C5)C=C4)N=C3C2=C1)C(F)(F)F,0.54
FC(F)(F)C(C1=CC=CC(*)=C1)(C1=CC=CC(=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O)C(F)(F)F,0.014
FC(F)(F)C(C1CC=C(*)C=C1)(C1=CC=C(C=C1)C1=NN=C(*)O1)C(F)(F)F,2.79
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(*)C*,57.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C1=CC(=CC(*)=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,4.194999999999999
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C1=CC(=CC(*)=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,0.44
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C1=CC(=CC(*)=C1)N1C(=O)C2=CC=C(OC3=CC4=C(C=C3)C(=O)N(*)C4=O)C=C2C1=O,0.36
FC(F)(F)C1(C(CC(C=*)C1(F)F)C=*)C(F)(F)F,9.54
FC(F)(F)C1=C(OC2=CC=C(C=C2)C(C2=CC=C(OC3=C(C=C(C=C3)N3C(=O)C4=C(C=C5C(=O)N(*)C(=O)C5=C4)C3=O)C(F)(F)F)C=C2)(C(F)(F)F)C(F)(F)F)C=CC(*)=C1,0.937
FC(F)(F)C1=C(OC2=CC=C(C=C2)C(C2=CC=C(OC3=C(C=C(C=C3)N3C(=O)C4=CC=C(C=C4C3=O)C(=O)C3=CC=C4C(=O)N(*)C(=O)C4=C3)C(F)(F)F)C=C2)(C(F)(F)F)C(F)(F)F)C=CC(*)=C1,0.189
FC(F)(F)C1=C(OC2=CC=C(C=C2)C(C2=CC=C(OC3=C(C=C(C=C3)N3C(=O)C4=CC=C(C=C4C3=O)C(C3=CC=C4C(=O)N(*)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C=C2)(C(F)(F)F)C(F)(F)F)C=CC(*)=C1,0.703
FC(F)(F)C1=C(OC2=CC=C(C=C2)C(C2=CC=C(OC3=C(C=C(C=C3)N3C(=O)C4=CC=C(C=C4C3=O)C3=CC=C4C(=O)N(*)C(=O)C4=C3)C(F)(F)F)C=C2)(C(F)(F)F)C(F)(F)F)C=CC(*)=C1,0.279
FC(F)(F)C1=CC(*)=CC(=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,0.45
FC(F)(F)C1=CC(*)=CC=C1OC1=C(C2=C(C=CC=C2)C=C1)C1=C(OC2=C(C=C(C=C2)N2C(=O)C3=C(C=C(C=C3)C(C3=CC4=C(C=C3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)C2=O)C(F)(F)F)C=CC2=C1C=CC=C2,0.41
FC(F)(F)C1=CC(*)=CC=C1OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(OC2=CC=C(C=C2C(F)(F)F)N2C(=O)C3=C(C=C(C=C3)C(C3=CC=C4C(=O)N(*)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C2=O)C=C1,2.43
FC(F)(F)C1=CC(=CC(=C1)C1=CC(O*)=CC=C1OC1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1)C(F)(F)F,0.38
FC(F)(F)C1=CC(=CC(=C1)C1=CC(O*)=CC=C1OC1=CC=CC(*)=C1C#N)C(F)(F)F,0.83
FC(F)(F)C1=CC(=CC=C1)C1=CC(O*)=CC=C1OC1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1,0.041
FC(F)(F)C1=CC(=CC=C1)C1=CC(O*)=CC=C1OC1=CC=CC(*)=C1C#N,0.09
FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(OC2=CC=C(C=C2C(F)(F)F)C2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(=O)C2=CC3C(C=C2)C(=O)N(*)C3=O)C=C1)C1=CC=C(*)C=C1,0.94
FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(OC2=CC=C(C=C2C(F)(F)F)C2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C1=CC=C(*)C=C1,1.34
FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(OC2=CC=C(C=C2C(F)(F)F)C2=CC=C(C=C2)N2C(=O)C3=CC=C(OC4=CC5C(C=C4)C(=O)N(*)C5=O)C=C3C2=O)C=C1)C1=CC=C(*)C=C1,1.04
FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)C1(N(C(=O)C2=C1C=CC=C2)C1=CC=CC=C1)C1=CC=C(OC2=C(C=C(C=C2)C2=CC=C(C=C2)N2C(=O)C3=CC4=C(C=C3C2=O)C(=O)N(*)C4=O)C(F)(F)F)C=C1)C1=CC=C(*)C=C1,0.79
FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)C1(N(C(=O)C2=C1C=CC=C2)C1=CC=CC=C1)C1=CC=C(OC2=C(C=C(C=C2)C2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(=O)C2=CC=C3C(=O)N(*)C(=O)C3=C2)C(F)(F)F)C=C1)C1=CC=C(*)C=C1,0.62
FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)C1(N(C(=O)C2=C1C=CC=C2)C1=CC=CC=C1)C1=CC=C(OC2=C(C=C(C=C2)C2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C=C1)C1=CC=C(*)C=C1,1.01
FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)C1(N(C(=O)C2=C1C=CC=C2)C1=CC=CC=C1)C1=CC=C(OC2=C(C=C(C=C2)C2=CC=C(C=C2)N2C(=O)C3=CC=C(OC4=CC=C5C(=O)N(*)C(=O)C5=C4)C=C3C2=O)C(F)(F)F)C=C1)C1=CC=C(*)C=C1,0.84
FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O)C1=CC=C(C=C1)C1=CC(=C(OC2=CC=C(*)C=C2)C=C1)C(F)(F)F,1.19
FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC(=C(OC2=CC=C(*)C=C2)C=C1)C(F)(F)F,1.51
FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O)C1=CC=C(S1)C1=CC(=C(OC2=CC=C(*)C=C2)C=C1)C(F)(F)F,1.68
FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O)C1=CC=CC(=N1)C1=CC(=C(OC2=CC=C(*)C=C2)C=C1)C(F)(F)F,1.95
FC(F)(F)C1CC(CCC1OC1=CC=C(C=C1)C1(C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=C(*)C=C1)C1=CC(=CN=C1)C1=CC(=C(O*)C=C1)C(F)(F)F,1.59
FC(F)(F)C1CC(CCC1OC1=CC=C(C=C1)C1(C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=C(*)C=C1)C1=CC=C(S1)C1=CC(=C(O*)C=C1)C(F)(F)F,1.8
FC(F)(F)COP(*)(OC1=CC=CC=C1)=NP(OC1=CC=CC=C1)(OC1=CC=CC=C1)=NP(OC1=CC=CC=C1)(OC1=CC=CC=C1)=NP(OC1=CC=CC=C1)(OC1=CC=CC=C1)=NP(OC1=CC=CC=C1)(OC1=CC=CC=C1)=N*,9.0
FC(F)(F)COP(*)(OCC(F)(F)F)=N*,41.0
FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(C=C3)C(C3=CC=C(O*)C=C3)(C(F)(F)F)C(F)(F)F)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,0.55
FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(C=C3)C3=CC=C(O*)C=C3)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,0.34
FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(C=C3)N3C(=O)CCC33CCC(=O)N3C3=CC=C(O*)C=C3)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,0.25
FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(CC4=CC=C(O*)C=C4)C=C3)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,0.33
FC1=C(F)C(OC2=CC=C(NC(=O)CN3C(=O)C4=CC=C(C=C4C3=O)C(*)=O)C=C2)=C(F)C(F)=C1OC1=CC=C(N*)C=C1,0.013
FC1=CC(*)=CC=C1CC1=C(F)C=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,0.0129
FC1=CC=C(C=C1)C(*)C*,1.06
FCC1CC2CC1C(*)C2*,13.0
NC1=CC(OC2=CC(NC(=O)C3=CC(=CC=C3C(O)=O)C(C3=CC=C(C(=O)N*)C(=C3)C(O)=O)(C(F)(F)F)C(F)(F)F)=C(N)C=C2)=CC=C1*,0.087
O=C1C2C(CC(C=*)C2C(=O)N1C12CC3CC(CC(C3)C1)C2)C=*,0.58
O=C1C2C(CC(C=*)C2C(=O)N1C1=CC=CC=C1)C=*,0.54
O=C1C2C(CC(C=*)C2C(=O)N1C1CCCC1)C=*,0.54
O=C1C2C(CC(C=*)C2C(=O)N1C1CCCCC1)C=*,0.8
OC(=O)C1=C(C=CC=C1)C(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,0.0395
OC(=O)C1C=CC=CC1C(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,0.0415
OC(C*)C*,0.019
OC1=CC(=CC=C1*)C1=CC(O)=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,0.00041
OC1=CC(CC2=CC(O)=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)=CC=C1*,0.0562
OC1=CC=C(C=C1)N1C(*)=NN=C1C1=CC=C(C=C1)C(C1=CC=C(*)C=C1)(C(F)(F)F)C(F)(F)F,6.69
OC1=CC=C(C=C1)N1C(*)=NN=C1C1=CC=CC(=C1)C(C1=CC(*)=CC=C1)(C(F)(F)F)C(F)(F)F,1.41
OC1=CC=C(C=C1*)C(C1=CC(N2C(=O)C3=C(C=C(C=C3)C(C3=CC4=C(C=C3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)C2=O)=C(O)C=C1)(C(F)(F)F)C(F)(F)F,0.08
OC1=CC=C2C=C(C=CC2=C1C1=C(O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(C=C2)C(=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C1=O,0.06
OC1=CC=C2C=C(C=CC2=C1C1=C(O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(C=C2)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C1=O,0.09
OC1=CC=C2C=C(C=CC2=C1C1=C(O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(OC3=CC4=C(C=C3)C(=O)N(*)C4=O)C=C2)C1=O,0.03
[H]C(*)=C(*)C(C)(C)C,85.0
[H]C([H])(C1=CC=C(*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,0.188
[H]C([H])(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,0.19
[H]C1=C([H])C2([H])C3C(C(=O)N(*)C3=O)C1([H])C1C2C(=O)N(C1=O)C1=CC2=C(C=C1O)C1(CC(C)(C)C3=C1C=C(O)C(*)=C3)CC2(C)C,4.6
[H]C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C(C1=CC(Br)=C(O*)C(Br)=C1)(C(F)(F)F)C(F)(F)F)C(*)=O,0.597
[H]C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,0.567
[H]C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C1(OC(=O)C2C=CC=CC12)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,0.206
[H]C1=CC(=CC(=C1)C(=O)OC1=C(C)C=C(C=C1Br)C(C)(C)C1=CC(Br)=C(O*)C(C)=C1)C(*)=O,0.151
[H]C1=CC(=CC(=C1)C(=O)OC1=C(C)C=C(C=C1C)C(C)(C)C1=CC(C)=C(O*)C(C)=C1)C(*)=O,0.472
[H]C1=CC(=CC(=C1)C(=O)OC1=C(C)C=C(C=C1[H])C(C)(C)C1=CC([H])=C(O*)C(C)=C1)C(*)=O,0.0459
[H]C1=CC(=CC(=C1)C(=O)OC1=C(C=C(C=C1[H])C(C)(C)C1=CC([H])=C(O*)C(=C1)C(C)C)C(C)C)C(*)=O,0.305
[H]C1=CC(=CC(=C1)C(=O)OC1=C([H])C=C(C=C1[H])C(C1=CC([H])=C(O*)C([H])=C1)(C(F)(F)F)C(F)(F)F)C(*)=O,0.799
[H]C1=CC(=CC(=C1)C(=O)OC1=C([H])C=C(C=C1[H])C1(C2C=CC=CC2C2C=CC=CC12)C1=CC([H])=C(O*)C([H])=C1)C(*)=O,0.617
[H]C1=CC(=CC(=C1)C(=O)OC1=C([H])C=C(C=C1[H])C1(OC(=O)C2=C1C=CC=C2)C1=CC([H])=C(O*)C([H])=C1)C(*)=O,0.167
[H]C1=CC(=CC(=C1)C(=O)OC1=C([H])C=C(C=C1[H])C1(OC(=O)C2C=CC=CC12)C1=CC([H])=C(O*)C([H])=C1)C(*)=O,0.25
[H]C1=CC(=CC(C(C)C)=C1OC(=O)C1=CC(=CC(=C1)C(*)=O)C(C)(C)C)C(C)(C)C1=CC([H])=C(O*)C(=C1)C(C)C,1.43
[H]C1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC(=O)C2=CC(=CC=C2)C(=O)O*)C([H])=C1,0.044
[H]C1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC(=O)C2=CC=C(C=C2)C(=O)O*)C([H])=C1,0.17
[H]C1=CC(=CC(C)=C1OC(=O)C1=CC(=CC(=C1)C(*)=O)C(C)(C)C)C(C)(C)C1=CC([H])=C(O*)C(C)=C1,0.4
[H]C1=CC(=CC([H])=C1O*)C(C)(C)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,1.43
[H]C1=CC(=CC([H])=C1O*)C(C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1)(C(F)(F)F)C(F)(F)F,3.47
[H]C1=CC(=CC([H])=C1O*)C(C1=CC([H])=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C([H])=C1)(C(F)(F)F)C(F)(F)F,0.799
[H]C1=CC(=CC([H])=C1O*)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,2.377
[H]C1=CC(=CC([H])=C1O*)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC([H])=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C([H])=C1,0.616
[H]C1=CC(=CC([H])=C1O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,1.16
[H]C1=CC(=CC([H])=C1O*)C1(OC(=O)C2C=CC=CC12)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,1.16
[H]C1=CC(=CC=C1OC(=O)C1=CC=C(C=C1)C(=O)O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC([H])=C(O*)C=C1,0.47
[H]C1=CC(OC2=CC=C(C=C2)C2(OC(=O)C3=CC=CC=C23)C2=CC=C(OC3=CC=C(C([H])=C3)N3C(=O)C4=C(C=C(C=C4)C(C4=CC5=C(C=C4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)C3=O)C=C2)=CC=C1*,0.45499999999999996
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC(F)=C(F)C=C1,12000.0
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC(F)=CC(F)=C1,4200.0
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC(F)=CC=C1,11000.0
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(Br)C=C1,9300.0
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(C=C1)C(C)(C)C,6600.0
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(C=C1)[Si](C)(C)C,550.0
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(F)C=C1,11000.0
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=CC=C1,9100.0
[H]C1=CC2=C(C=C1C(C)(C)C)C1(C3=C2C=C(O*)C(O*)=C3)C2=C(C=C3OC4=C(OC3=C2)C(C#N)=C(*)C(*)=C4C#N)C2=C1C=C(C([H])=C2)C(C)(C)C,1702.5
[H]C1=CC2=C(C=C1C)C1(C3=C(C=C([H])C(C)=C3)C3=C1C=C1OC4=C(OC1=C3)C(C#N)=C(*)C(*)=C4C#N)C1=C2C=C(O*)C(O*)=C1,582.5
[H]C1=CC2=C(C=C1[H])C1(C3=C(C=C(C)C(C)=C3)C3=C1C=C(O*)C(O*)=C3)C1=C2C=C2OC3=C(OC2=C1)C(C#N)=C(*)C(*)=C3C#N,563.0
[H]C1=CC2=C(C=C1[H])C1(C3=C(C=C([H])C([H])=C3)C3=C1C=C1OC4=C(OC1=C3)C(C#N)=C(*)C(*)=C4C#N)C1=C2C=C(O*)C(O*)=C1,317.0
[H]C1=CC=C(C=C1)C1=C(C2=CC=C([H])C=C2)C(C2=CC=C3OC4=C(OC3=C2)C(C#N)=C(*)C(*)=C4C#N)=C(C2=CC=C([H])C=C2)C(C2=CC=C([H])C=C2)=C1C1=CC=C(O*)C(O*)=C1,192.0
[H]C1=CC=C(C=C1)N(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O,0.08
[H]C1CC(*)CC1\C=C\*,2.5
[H]N1C2C=CC(*)=CC2C2=C1C=CC(=C2)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,0.303
[O-]S(=O)(=O)C1=CC=C(C=C1)C(*)C*,0.1195
