SMILES,H2
FC(F)(F)C(C1=CC2N=C(*)OC2C=C1)(C1=CC=C2OC(=NC2=C1)C1=CC2=C(C=C1)C=C(*)C=C2)C(F)(F)F,24.0
FC(F)(F)C(C1=CC2N=C(*)OC2C=C1)(C1=CC=C2OC(=NC2=C1)C1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1)C(F)(F)F,37.0
FC(F)(F)C(C1=CC2N=C(OC2C=C1)C1=CC(*)=CC=C1)(C1=CC=C2OC(=NC2=C1)C1=CC=CC(*)=C1)C(F)(F)F,1228.0
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)C1=NC2=C(O1)C=CC(=C2)C(C1=CC2=C(OC(*)=N2)C=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,3598.5
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)C1=NC2=C(O1)C=CC(=C2)C(C1=CC=C2OC(*)=NC2=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,4194.0
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)C1=NC2=CC(=CC=C2O1)C(C1=CC2N=C(*)OC2C=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,120.0
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=C(C=C3C(=O)N(*)C(=O)C3=C2)C1=O)C(F)(F)F,59.1
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC=C2C(=O)N(*)C(=O)C2=C1)C(F)(F)F,30.8
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,108.0
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1)C(F)(F)F,15.1
FC(F)(F)C(C1=CC=C(C=C1)C(*)=O)(C1=CC=C(C=C1)C(=O)NC1=CC(N*)=CC=C1)C(F)(F)F,23.0
FC(F)(F)C(C1=CC=C(N*)C=C1)(C1=CC=C(NC(=O)C2=CC(=CC(=C2)C2=CC=CC=C2)C(*)=O)C=C1)C(F)(F)F,42.0
FC(F)(F)C(C1=CC=C(N*)C=C1)(C1=CC=C(NC(=O)C2=CC(=CC=C2)C(*)=O)C=C1)C(F)(F)F,29.0
FC(F)(F)C(C1=CC=C(O*)C=C1)(C1=CC=C(OC(*)=O)C=C1)C(F)(F)F,27.0
FC(F)(F)C(C1=CC=C(O*)C=C1)(C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C(C2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,31.4
FC(F)(F)C(C1=CC=C(OC(=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1)(C1=CC=C(OC(=O)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(*)C=C2)C=C1)C(F)(F)F,4.36
FC(F)(F)C(C1=CC=C(OC(=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1)(C1=CC=C(OC(=O)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(C=C2)C2=CC=C(*)C=C2)C=C1)C(F)(F)F,5.01
FC(F)(F)C(C1=CC=C(OC(=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1)(C1=CC=C(OC(=O)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(CC3=CC=C(*)C=C3)C=C2)C=C1)C(F)(F)F,11.8
FC(F)(F)C(C1=CC=C(OC(=O)C2=CC3=C(C=C2)C(=O)N2C4=C(C=C(*)C=C4)N=C32)C=C1)(C1=CC=C(OC(=O)C2=CC=C3C4=NC5=C(C=C(*)C=C5)N4C(=O)C3=C2)C=C1)C(F)(F)F,13.3
FC(F)(F)C(C1=CC=C(OC2=CC(*)=CC=C2)C=C1)(C1=CC=C(OC2=CC(=CC=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,21.0
FC(F)(F)C(C1=CC=C(OC2=CC(=CC=C2)N2C(=O)C3=CC4C(C=C3C2=O)C(=O)N(*)C4=O)C=C1)(C1=CC=C(OC2=CC=CC(*)=C2)C=C1)C(F)(F)F,19.0
FC(F)(F)C(C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1)(C1=CC=C(OC2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(CC3=CC=C(*)C=C3)C=C2)C=C1)C(F)(F)F,8.31
FC(F)(F)C(C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1)(C1=CC=C(OC2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C=C1)C(F)(F)F,8.95
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=C)C3=CC=C4C(=C)N(*)C(=C)C5=C4C3=C(C=C5)C2=C)C=C1)C(F)(F)F,50.0
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=C(C=C4C(=O)N(*)C(=O)C4=C3)C2=O)C=C1)C(F)(F)F,34.3
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC4=C(C=C3C2=O)C(=O)N(*)C4=O)C=C1)C(F)(F)F,24.0
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC4C(C=C3C2=O)C(=O)N(*)C4=O)C=C1)C(F)(F)F,24.0
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(=O)C2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1)C(F)(F)F,16.1
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,46.0
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,47.4
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1)C(F)(F)F,17.3
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3C=CC(=CC3C2=O)C(C2=CC3C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,46.0
FC(F)(F)C(C1=CC=C(OC2=CC=CC(*)=C2)C=C1)(C1=CC=C(OC2=CC=CC(=C2)N2C(=O)C3=CC4=C(C=C3C2=O)C(=O)N(*)C4=O)C=C1)C(F)(F)F,19.0
FC(F)(F)C(C1=CC=C(OC2=CC=CC(*)=C2)C=C1)(C1=CC=C(OC2=CC=CC(=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,21.0
FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(OC2=CC=C(*)C=C2)C=C1)C(F)(F)F,40.7
FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(OC2=CC=C(*)C=C2)=C1)C(F)(F)F,23.7
FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C3=NC4=C(C=CC(=C4)C4=CC5=C(C=C4)N=C4N5C(=O)C5=C4C=C(*)C=C5)N3C(=O)C2=C1)C(F)(F)F,376.0
FC(F)(F)C(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(*)C=C1)(C1=CC2=C(C=C1)C(=O)N(*)C2=O)C(F)(F)F,107.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(*)C*,300.0
FC(F)(F)C1=C(OC2=CC=C(C=C2)C(C2=CC=C(OC3=C(C=C(C=C3)N3C(=O)C4=C(C=C5C(=O)N(*)C(=O)C5=C4)C3=O)C(F)(F)F)C=C2)(C(F)(F)F)C(F)(F)F)C=CC(*)=C1,50.4
FC(F)(F)C1=C(OC2=CC=C(C=C2)C(C2=CC=C(OC3=C(C=C(C=C3)N3C(=O)C4=CC=C(C=C4C3=O)C(=O)C3=CC=C4C(=O)N(*)C(=O)C4=C3)C(F)(F)F)C=C2)(C(F)(F)F)C(F)(F)F)C=CC(*)=C1,24.6
FC(F)(F)C1=C(OC2=CC=C(C=C2)C(C2=CC=C(OC3=C(C=C(C=C3)N3C(=O)C4=CC=C(C=C4C3=O)C(C3=CC=C4C(=O)N(*)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C=C2)(C(F)(F)F)C(F)(F)F)C=CC(*)=C1,55.4
FC(F)(F)C1=C(OC2=CC=C(C=C2)C(C2=CC=C(OC3=C(C=C(C=C3)N3C(=O)C4=CC=C(C=C4C3=O)C3=CC=C4C(=O)N(*)C(=O)C4=C3)C(F)(F)F)C=C2)(C(F)(F)F)C(F)(F)F)C=CC(*)=C1,30.6
FC(F)(F)C1=CC(*)=CC(=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,58.6
FC(F)(F)C1=CC(*)=CC=C1OC1=C(C2=C(C=CC=C2)C=C1)C1=C(OC2=C(C=C(C=C2)N2C(=O)C3=C(C=C(C=C3)C(C3=CC4=C(C=C3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)C2=O)C(F)(F)F)C=CC2=C1C=CC=C2,36.8
FC(F)(F)C1=CC(*)=CC=C1OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(OC2=CC=C(C=C2C(F)(F)F)N2C(=O)C3=C(C=C(C=C3)C(C3=CC=C4C(=O)N(*)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C2=O)C=C1,151.12
FC(F)(F)C1=CC(=CC(=C1)C1=CC(O*)=CC=C1OC1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1)C(F)(F)F,21.0
FC(F)(F)C1=CC(=CC(=C1)C1=CC(O*)=CC=C1OC1=CC=CC(*)=C1C#N)C(F)(F)F,35.0
FC(F)(F)C1=CC(=CC=C1)C1=CC(O*)=CC=C1OC1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1,5.1
FC(F)(F)C1=CC(=CC=C1)C1=CC(O*)=CC=C1OC1=CC=CC(*)=C1C#N,9.3
FC(F)(F)C1CC(CCC1OC1=CC=C(C=C1)C1(C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=C(*)C=C1)C1=CC(=CN=C1)C1=CC(=C(O*)C=C1)C(F)(F)F,43.2
FC(F)(F)C1CC(CCC1OC1=CC=C(C=C1)C1(C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=C(*)C=C1)C1=CC=C(S1)C1=CC(=C(O*)C=C1)C(F)(F)F,55.0
FC(F)(F)COP(*)(OCC(F)(F)F)=N*,96.6
FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(C=C3)C(C3=CC=C(O*)C=C3)(C(F)(F)F)C(F)(F)F)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,28.0
FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(C=C3)C3=CC=C(O*)C=C3)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,20.0
FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(C=C3)N3C(=O)CCC33CCC(=O)N3C3=CC=C(O*)C=C3)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,21.0
FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(CC4=CC=C(O*)C=C4)C=C3)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,18.0
FCC1CC2CC1C(*)C2*,166.0
O=C1C2C(CC(C=*)C2C(=O)N1C12CC3CC(CC(C3)C1)C2)C=*,12.8
O=C1C2C(CC(C=*)C2C(=O)N1C1=CC=CC=C1)C=*,11.0
O=C1C2C(CC(C=*)C2C(=O)N1C1CCCCC1)C=*,16.1
OC(=O)C1=C(C=CC=C1)C(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,7.22
OC(=O)C1C=CC=CC1C(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,7.26
OC(C*)CO*,0.0228
OC1=CC=C(C=C1*)C(C1=CC(N2C(=O)C3=C(C=C(C=C3)C(C3=CC4=C(C=C3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)C2=O)=C(O)C=C1)(C(F)(F)F)C(F)(F)F,35.0
OC1=CC=C2C=C(C=CC2=C1C1=C(O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(C=C2)C(=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C1=O,4.52
OC1=CC=C2C=C(C=CC2=C1C1=C(O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(C=C2)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C1=O,5.95
OC1=CC=C2C=C(C=CC2=C1C1=C(O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(OC3=CC4=C(C=C3)C(=O)N(*)C4=O)C=C2)C1=O,2.72
OC1C(O*)C(O[N+]([O-])=O)OC(OC2C(O)C(O[N+]([O-])=O)C(O*)OC2CO[N+]([O-])=O)C1O[N+]([O-])=O,2.0
[H]C([H])(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,10.4
[H]C1=C([H])C2([H])C3C(C(=O)N(*)C3=O)C1([H])C1C2C(=O)N(C1=O)C1=CC2=C(C=C1O)C1(CC(C)(C)C3=C1C=C(O)C(*)=C3)CC2(C)C,206.0
[H]C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C(C1=CC(Br)=C(O*)C(Br)=C1)(C(F)(F)F)C(F)(F)F)C(*)=O,65.0
[H]C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,53.5
[H]C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C1(OC(=O)C2C=CC=CC12)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,27.9
[H]C1=CC(=CC(=C1)C(=O)OC1=C(C)C=C(C=C1Br)C(C)(C)C1=CC(Br)=C(O*)C(C)=C1)C(*)=O,23.3
[H]C1=CC(=CC(=C1)C(=O)OC1=C(C)C=C(C=C1C)C(C)(C)C1=CC(C)=C(O*)C(C)=C1)C(*)=O,38.6
[H]C1=CC(=CC(=C1)C(=O)OC1=C(C)C=C(C=C1[H])C(C)(C)C1=CC([H])=C(O*)C(C)=C1)C(*)=O,7.79
[H]C1=CC(=CC(=C1)C(=O)OC1=C(C=C(C=C1[H])C(C)(C)C1=CC([H])=C(O*)C(=C1)C(C)C)C(C)C)C(*)=O,18.9
[H]C1=CC(=CC(=C1)C(=O)OC1=C([H])C=C(C=C1[H])C1(OC(=O)C2=C1C=CC=C2)C1=CC([H])=C(O*)C([H])=C1)C(*)=O,14.7
[H]C1=CC(=CC(C(C)C)=C1OC(=O)C1=CC(=CC(=C1)C(*)=O)C(C)(C)C)C(C)(C)C1=CC([H])=C(O*)C(=C1)C(C)C,41.4
[H]C1=CC(=CC(C)=C1OC(=O)C1=CC(=CC(=C1)C(*)=O)C(C)(C)C)C(C)(C)C1=CC([H])=C(O*)C(C)=C1,27.1
[H]C1=CC(=CC([H])=C1O*)C(C)(C)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,41.9
[H]C1=CC(=CC([H])=C1O*)C(C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1)(C(F)(F)F)C(F)(F)F,86.7
[H]C1=CC(=CC([H])=C1O*)C(C1=CC([H])=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C([H])=C1)(C(F)(F)F)C(F)(F)F,37.3
[H]C1=CC(=CC([H])=C1O*)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,63.1
[H]C1=CC(=CC([H])=C1O*)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC([H])=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C([H])=C1,26.1
[H]C1=CC(=CC([H])=C1O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,41.3
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC(F)=C(F)C=C1,11000.0
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC(F)=CC(F)=C1,5000.0
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC(F)=CC=C1,9900.0
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(Br)C=C1,8700.0
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(C=C1)C(C)(C)C,6300.0
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(C=C1)[Si](C)(C)C,1100.0
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(F)C=C1,11000.0
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=CC=C1,8100.0
[H]C1=CC2=C(C=C1C(C)(C)C)C1(C3=C2C=C(O*)C(O*)=C3)C2=C(C=C3OC4=C(OC3=C2)C(C#N)=C(*)C(*)=C4C#N)C2=C1C=C(C([H])=C2)C(C)(C)C,5150.0
[H]C1=CC2=C(C=C1C)C1(C3=C(C=C([H])C(C)=C3)C3=C1C=C1OC4=C(OC1=C3)C(C#N)=C(*)C(*)=C4C#N)C1=C2C=C(O*)C(O*)=C1,4430.0
[H]C1=CC2=C(C=C1[H])C1(C3=C(C=C(C)C(C)=C3)C3=C1C=C(O*)C(O*)=C3)C1=C2C=C2OC3=C(OC2=C1)C(C#N)=C(*)C(*)=C3C#N,4415.0
[H]C1=CC2=C(C=C1[H])C1(C3=C(C=C([H])C([H])=C3)C3=C1C=C1OC4=C(OC1=C3)C(C#N)=C(*)C(*)=C4C#N)C1=C2C=C(O*)C(O*)=C1,3260.0
[H]C1=CC=C(C=C1)C1=C(C2=CC=C([H])C=C2)C(C2=CC=C3OC4=C(OC3=C2)C(C#N)=C(*)C(*)=C4C#N)=C(C2=CC=C([H])C=C2)C(C2=CC=C([H])C=C2)=C1C1=CC=C(O*)C(O*)=C1,1000.0
[H]C1CC(*)CC1\C=C\*,21.0
[H]N(*)C(=O)C1=CC=C(C=C1)C(C1=CC=C(C=C1)C(=O)N([H])C1=C(C)C2=C(C=C1C)C1C3=C(C=CC=C3)C2C2=C1C=C(C)C(*)=C2C)(C(F)(F)F)C(F)(F)F,212.0
[H]N1C2C=CC(*)=CC2C2=C1C=CC(=C2)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,58.1
[O-]S(=O)(=O)C1=CC=C(C=C1)C(*)C*,10.85
